국가,대학명,지원가능 전공(SKKU),해외대학 수학 전공,최소 GPA,완료 학기 수,최소 학점,최대 학점,위치(도심 거리),수업 언어,어학 요건,특징,출처 요약,참고 링크,문의 이메일
GERMANY,Osnabruck University of Applied Sciences,모든 전공,Faculty of Business Management and Social Sciences,담당자 이메일 문의,제한 없음 (학부; 대학원 4학기),20 ECTS,32.5 ECTS,준도시 — 소도시 오스나브뤼크 시내 (하노버에서 기차 약 60분),"독일어, 영어",학부: 영어 B1·독일어 B2 이상 / 대학원: 영어 B2·독일어 B2 이상,기숙사 엘리베이터 미설치·버디 지원 · 하노버 접근성 좋은 조용한 대학 도시 · 독일 전통 건축물과 현대적 캠퍼스 조화,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.hs-osnabrueck.de/en/university/faculties/wiso/international/incoming/,incoming-overseas-wiso@hs-osnabrueck.de
GERMANY,Free University of Berlin,모든 전공,"대부분 학부 개방(의·약·법 제한), 자연과학/인문사회 B1/B2 권장",제한 없음/명시 없음,2학기 이상,명시 없음,제한 없음,준도시 — 베를린 도심까지 지하철 약 15분,"독일어, 영어",담당자 이메일 문의,유럽 한복판이라 주말 배낭여행 거점으로 최적 · 대도시라 인턴·문화생활 기회 풍부,GPA:시트 · 어학:이메일문의 · 수업언어:웹 · 전공:웹 · 위치:AI추정,Direct Exchange • Education • Freie Universität Berlin,incoming@fu-berlin.de
GERMANY,Ludwig Maximilian University of Munich,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,3학기 이상,명시 없음,제한 없음,도시 — 뮌헨 도심에 위치,"독일어, 영어",독일어 CEFR B2 이상 (지원 시 B1); 영어강의만 수강 시 독일어 증명 불요,기숙사 및 민간 숙소 지원 · 유럽 한복판 주말 배낭여행 거점 · 미식·맥주 문화 중심 도시 · 알프스 접근성 좋은 대도시,GPA:이메일문의 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,www.lmu.de/en/international/incoming,lmuexchange-incoming@lmu.de
GERMANY,Furtwangen University,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,4학기 이상,명시 없음,30 ECTS,준도시 — 소도시 푸르트방엔 시내 (프라이부르크에서 버스 및 기차 환승 약 45분),"독일어, 영어",영어 또는 독일어 CEFR B1 이상,"기숙사 비용 월 280~470유로, 1인 아파트 350유로 · 프라이부르크 접근성 좋은 소도시 생활 · 독일 블랙포레스트 휴양지 근접 · 실용적 공학 교육 중심 대학",GPA:이메일문의 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,Exchange students | International | Furtwangen University,incoming@hs-furtwangen.de
GERMANY,Frankfurt University of Applied Sciences,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,20 ECTS,30~35 ECTS,준도시 — 프랑크푸르트암마인 도심까지 지하철 약 15분,"독일어, 영어",영어 CEFR B2 이상 (홈교 확인서 가능),유럽 주요 도시 접근성 뛰어난 교통 허브 · 프랑크푸르트 금융 중심지 인턴십 기회 풍부 · 현대적 캠퍼스·실용적 교육 환경,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.frankfurt-university.de/en/studies/international-office/incomings/exchange/,incoming.exchange@io.fra-uas.de
GERMANY,Frankfurt School of Finance and Management,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,"4학기 이상 (학부, 경영·경제 전공)",6 ECTS (1모듈),30 ECTS (5모듈),도시 — 프랑크푸르트암마인 도심에 위치,영어,TOEFL iBT 90점 이상 또는 IELTS 7.0점 이상 또는 PTE Academic,유럽 금융허브 도시에서의 인턴십 기회 풍부 · 프랑크푸르트 공항 접근성 우수한 교통 요충지 · 마인강변 산책로와 현대적 도시 풍경 조화,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.frankfurt-school.de/de/students-alumni/international-office,InternationalOffice@fs.de
GERMANY,Berlin School of Economics and Law,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,제한 없음,10 ECTS,40 ECTS,도시 — 베를린 도심에 위치,영어,영어 CEFR B2 이상,기숙사 미보장·조기신청 필요 · 유럽 중심지로 주말 여행·인턴십 기회 다수 · 예술·역사 유적지 밀집한 문화 도시,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.hwr-berlin.de/en/study/international-study/exchange-students-at-the-hwr-berlin/organizing-your-studies-at-department-1,incoming@hwr-berlin.de
GERMANY,University of Bonn,모든 전공,모든 학과 개방(의·약 제외),3.0/4.0,1학기 이상,명시 없음 (권장 약 30 ECTS),명시 없음 (권장 약 30 ECTS),도시 — 본 도심에 위치,"독일어, 영어",영어 CEFR B2~C1·독일어 B2 이상,선택적 기숙사 제공 · 유럽 한복판 주말 배낭여행 거점 · 라인강변 고즈넉한 대학도시 낭만 · 미식과 카페 문화 발달한 도시,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.uni-bonn.de/en/studying/international-students/exchange-students/global-exchange-program/global-exchange-program?set_language=en,globalexchange-incoming@uni-bonn.de
GERMANY,RWTH Aachen University,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,5학기 이상,15 ECTS,30 ECTS,도시 — 아헨 도심에 위치,"독일어, 영어",영어 또는 독일어 CEFR B1 이상,교내 기숙사 미보장·조기신청 필요 · 유럽 내 교통 허브로 주말 여행 편리 · 독일 전통 건축물과 현대적 캠퍼스 조화 · 미식과 맥주 문화로 유명한 도시,GPA:시트 · 어학:factsheet · 수업언어:factsheet · 전공:시트 · 위치:AI추정,https://www.wiwi.rwth-aachen.de/cms/wirtschaftswissenschaften/studium/Internationales/Exchange-Office/~icy/Incomings/,stefanie.spatafora@wiwi.rwth-aachen.de
GERMANY,Friedrich–Alexander University,공과대학,"교환학생 수용하는 모든 학과(공학·의학·자연과학 등), 단 학부별 언어 요건 확인 필요",담당자 이메일 문의,2학기 이상,확인필요,30 ECTS (권장),준도시 — 소도시 에를랑겐 시내 (뉘른베르크에서 기차 약 50분),"독일어, 영어",영어 CEFR B1~B2 또는 독일어 B1,기숙사 사실 미보장·개별 신청 필요 · 뉘른베르크 접근성 좋은 소도시 낭만 · 공학·의학 연구 인프라 우수 · 바이에른 전통 음식과 맥주 문화 체험,GPA:이메일문의 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.fau.eu/studying/international-students/students-on-exchange-programs/,mobility@fau.de
HONG KONG,The Chinese University of Hong Kong,모든 전공,교환학생 수용하는 모든 학과,Good standing (수치 기준 없음),2학기 이상,9 units,18 units,준도시 — 샤틴 도심까지 지하철 약 30분,영어,TOEFL iBT 80점 이상 (신척도 4.5) 또는 TOEFL PBT 550점 이상 또는 IELTS 6.0점 이상 (대학원 6.5),홍콩 섬과 가까운 자연 경관·트레킹 명소 · 미식·쇼핑·야경 즐길 수 있는 글로벌 도시 · 대학 내 중영 이중언어 환경·국제적 분위기,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.oal.cuhk.edu.hk/campuslife/,claireli@cuhk.edu.hk
HONG KONG,The University of Hong Kong,모든 전공,"대부분 학부 개방(경영·법·인문·공학 등), 법·경영은 추가 요건",3.3/4.3 (법·경영 제외 전공은 3.0/4.0),2학기 이상,24~30 ECTS,36 ECTS,준도시 — 홍콩 도심까지 지하철 약 15분,영어,TOEFL iBT 97점 이상 또는 IELTS 7.0점 이상 (법대) 또는 TOEFL iBT 80점 이상 또는 IELTS 6.5점 이상 (기타),봄학기 기숙사 가용성 높음 · 아시아 금융허브 도시에서의 글로벌 인턴십 기회 · 미식과 야경 명소로 유명한 활기찬 도시 생활 · 홍콩 도심 접근성 좋은 현대적 캠퍼스 환경,GPA:웹 · 어학:웹 · 수업언어:웹 · 전공:웹 · 위치:AI추정,https://intlaffairs.hku.hk/exchange,exchange@hku.hk
HONG KONG,City University of Hong Kong,모든 전공,교환학생 수용하는 모든 학과,명시 없음 (법대만 3.0/4.3),2학기 이상,12 credits,18 credits,준도시 — 홍콩 도심까지 지하철 약 15분,영어,TOEFL iBT 79점 이상 또는 IELTS 6.5점 이상,미식과 카페 문화로 유명한 도시 · 시내로 나가는 대중교통 편리 · 대도시라 인턴·문화생활 기회 풍부,GPA:웹 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.cityu.edu.hk/geo/global-opportunities/student-exchange/inbound-student-exchange,phoebe.sung@cityu.edu.hk
HONG KONG,Hong Kong Polytechnic University,모든 전공,모든 학과 개방(경영/공학/건설환경/보건 등),2.7/4.0,2학기 이상 (1년),9 credits,18 credits,준도시 — 홍콩 도심까지 지하철 약 15분,영어,IELTS 6.0점 이상 또는 TOEFL iBT 80점 이상,미식과 카페 문화로 유명한 도시 · 대도시라 인턴·문화생활 기회 풍부,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:웹 · 위치:AI추정,https://www.polyu.edu.hk/geo/exchange-and-study-abroad/incoming-students/incoming-exchange/,inbound.exchange@polyu.edu.hk
HUNGARY,University of Pecs,모든 전공,교환학생 수용하는 모든 학과,2.5/4.0 (또는 3.5/5.0),2학기 이상,10 ECTS,30 ECTS,준도시 — 소도시 페치 시내 (부다페스트에서 기차 약 2시간),"헝가리어, 영어",영어 CEFR B2 이상,유럽 전통 건축물과 현대적 캠퍼스 조화 · 부다페스트 접근성 좋은 소도시 생활 · 헝가리 전통 온천 문화 체험 가능,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://international.pte.hu/mobility-programs/erasmus,czeh.gabor@pte.hu
INDONESIA,Gadjah Mada University (UGM),모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,10 credits,18 credits,준도시 — 욕야카르타 도심까지 버스 약 15분,"인도네시아어, 영어",TOEFL 500점 이상 또는 IELTS 5.0점 이상 또는 TOEFL iBT 70점 이상 또는 TOEIC 500점 이상,유네스코 문화유산과 전통 시장 접근성 우수 · 열대 정원형 캠퍼스와 역사적 건축물 조화,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://admission.ugm.ac.id/non-degree/student-exchange/,admission@ugm.ac.id
INDONESIA,University of Indonesia,경제대학/경영대학,교환학생 수용하는 모든 학과 개방,3.0/4.0,2학기 이상,명시 없음,15 credits,준도시 — 소도시 데폭 시내 (자카르타에서 버스 약 60분),"인도네시아어, 영어",TOEFL iBT 80점 이상 또는 TOEFL ITP/PBT 550점 이상 또는 IELTS 6.0점 이상,자카르타 접근성 좋은 휴양형 대학도시 · 열대 자연 속 현대적 캠퍼스 시설 · 인도네시아 전통문화 체험 기회 풍부,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://international.ui.ac.id/exchange-program/,inbound@ui.ac.id
ITALY,University of Verona,모든 전공,교환학생 수용하는 모든 학과 개방,담당자 이메일 문의,2학기 이상,명시 없음,제한 없음,준도시 — 소도시 베로나 시내 (밀라노에서 기차 약 2시간),"이탈리아어, 영어",이탈리아어 또는 영어 CEFR B1 이상,로미오와 줄리엣 배경지·오페라 하우스 등 문화 자원 풍부 · 밀라노·베네치아 접근성 좋은 유럽 여행 거점 · 이탈리아 전통 미식 체험하기 좋은 소도시 분위기,GPA:이메일문의 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.univr.it/en/our-services/incoming-students-and-staff/exchange-students#doc_715,relazioni.internazionali@ateneo.univr.it
ITALY,Polytechnic University of Milan,"기계공학과 1명, 건축학과 2명",교환학생 수용하는 모든 학과,제한 없음/명시 없음,6학기 이상,명시 없음 (통상 30 ECTS),명시 없음 (통상 30 ECTS),준도시 — 밀라노 도심까지 지하철 약 15분,"이탈리아어, 영어",명시 없음,학생 기숙사 제공 · 밀라노 패션·디자인 산업 중심지 · 알프스·호수 접근성 좋은 여행 거점 · 유럽 최대 역사 중심가와 현대적 스카이라인 공존,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.polimi.it/en/campus-e-servizi/international-mobility/study-abroad,exchange-leonardo@polimi.it
ITALY,Ca' Foscari University of Venice,모든 전공,교환학생 수용하는 모든 학과 개방,제한 없음/명시 없음,1학기 이상,홈교 기준,30 ECTS,준도시 — 베네치아 도심까지 버스 약 20분,"이탈리아어, 영어",TOEFL iBT 72점 이상 또는 IELTS 5.5점 이상 또는 PTE Academic 59점 이상,운하 도시 베네치아에서 낭만적인 유럽 생활 · 이탈리아 미식 문화 체험에 최적화된 도시 · 유럽 배낭여행 거점으로 접근성 우수,GPA:시트 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.unive.it/pag/12574/,incoming.mobility@unive.it
ITALY,Bocconi University,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,명시 없음,명시 없음 (최소 1과목),제한 없음 (최대 5과목),도시 — 밀라노 도심에 위치,"이탈리아어, 영어",명시 없음,기숙사 미보장·조기신청 필요 · 유럽 패션·금융 중심지 인턴십 기회 풍부 · 밀라노 명소 두오모·나빌리오 거리 접근성 우수 · 이탈리아 미식·카페 문화 체험 가능,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.unibocconi.it/en/international-students/incoming-exchange-students,inexchange@unibocconi.it
JAPAN,Okayama University,모든 전공,"모든 학과 개방 (단, 석사생은 일본어 수업 및 영어 학부 과정만 수강 가능)",2.0/4.0,2학기 이상,10 credits,제한 없음,준도시 — 소도시 쓰시마 시내 (오카야마에서 버스와 기차 환승 약 120분),"일본어, 영어",TOEFL PBT 500점 이상 또는 TOEFL iBT 61점 이상 또는 IELTS 5.5점 이상,오카야마 성·코라쿠엔 정원 등 역사 명소 접근성 · 조용한 소도시 분위기로 학업 집중 환경 · 세토 내해 인접 휴양지 분위기,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://intl.okayama-u.ac.jp/en/inbound/programs/epok/,epok-inbound1@adm.okayama-u.ac.jp
JAPAN,Daito Bunka University,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,2학기 이상,7 credits,제한 없음,준도시 — 소도시 히가시마쓰야마 중심까지 기차 약 100분 (도쿄에서 기차 약 60분),일본어,명시 없음,전통과 현대가 공존하는 독특한 캠퍼스 분위기 · 자연 속 조용한 학습 환경 · 도쿄 근교 접근성 좋은 휴양지,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.daito.ac.jp/english/admissions/exchange.html,dbuexchange@jm.daito.ac.jp
JAPAN,Nishogakusha University,모든 전공,"학부·대학원 전 학과 개방(문학부, 국제정경학부, 글로벌일본학 등)",제한 없음/명시 없음,2학기 이상,명시 없음,제한 없음,도시 — 도쿄 도심에 위치,일본어,JLPT N2 이상,도쿄 중심가 접근성 우수한 교통 인프라 · 일본 전통문화 체험 가능한 신주쿠 인접,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.nishogakusha-u.ac.jp/international/study_abroad_application.html,icenter1@nishogakusha-u.ac.jp
JAPAN,Aoyama Gakuin University,모든 전공,교환학생 수용하는 모든 학과 개방,2.5/4.0,1학기 이상,14 credits,제한 없음,도시 — 도쿄 도심에 위치,"일본어, 영어",TOEFL iBT 68점 이상 또는 IELTS 5.5점 이상 또는 JLPT N5 이상,기숙사·아파트·홈스테이 정보 핸드북 제공 · 도쿄 패션 중심지 신주쿠·하라주쿠 접근성 우수 · 일본 전통문화·현대문화 공존한 도시 분위기 · 미식·카페 문화 발달한 글로벌 도시,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.aoyama.ac.jp/en/admission/exchange/,exchange@aoyamagakuin.jp
JAPAN,Fukuoka University,모든 전공,협정교 소속 학부 전공 분야 따라 개방,제한 없음/명시 없음,명시 없음,명시 없음,제한 없음,준도시 — 후쿠오카 도심까지 지하철 약 30분,일본어,JLPT N2 이상 (학부 과정) / N4~N3 (일본어·문화 과정),"교환학생 기숙사 보장 (국제교류회관, 전실 개인실) · 기숙사 비용: 입관비 33,000엔, 월 33,000엔 (광열비 별도) · 후쿠오카 미식·카페 문화 체험 가능 · 온천·자연 휴양지 접근성 우수 · 한국인에게 친근한 관광 도시 분위기",GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:웹 · 위치:AI추정,https://www.kokusai.fukuoka-u.ac.jp/inbound/exchange_fgn/,kokusai@adm.fukuoka-u.ac.jp
JAPAN,Hitotsubashi University,모든 전공,"학부 5개 학부(경영/경제/법/사회과학/사회데이터과학) 개방, 대학원 7개 개방",2.7/4.0,4학기 이상,명시 없음,14 credits/쿼터 (28 credits/학기),준도시 — 소도시 코다이라 중심까지 기차 약 45분 (도쿄에서 기차 약 60분),"일본어, 영어",TOEFL iBT 79점 이상 또는 IELTS 6.0점 이상 또는 CEFR B2 이상 또는 JLPT N2 이상,"국제학생 기숙사(코다이라) 우선 배정, 1인실 공유형 · 사회과학 특화 도서관·연구 시설 우수 · 도쿄 접근성 좋은 조용한 자연 환경",GPA:웹 · 어학:웹 · 수업언어:웹 · 전공:웹 · 위치:AI추정,https://international.hit-u.ac.jp/en/pros/exchange/,edu-gs.g2@ad.hit-u.ac.jp
JAPAN,Soka University,모든 전공,교환학생 수용하는 모든 학과,2.5/4.0,2학기 이상,10 credits,24 credits,준도시 — 소도시 히노 중심까지 기차 약 50분 (도쿄에서 기차 약 40분),"일본어, 영어",TOEFL-iBT 71점 이상 또는 IELTS 5.5점 이상 또는 CEFR B2 이상,기숙사 환영 미팅 제공 · 소카대학교 평화 철학 반영한 캠퍼스 분위기 · 도쿄 근교 접근성 좋은 조용한 소도시 생활 · 일본 전통 문화 체험 가능한 지역 환경,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.soka.ac.jp/en/admissions/exchange/,globalmobility@soka.ac.jp
JAPAN,Ritsumeikan University,모든 전공,"모든 학과 개방 (단, Science and Engineering 학부/대학원은 심사 필요)",3.0/4.5,2학기 이상 (1년),명시 없음,20 credits,준도시 — 교토 도심까지 버스 약 15분,"일본어, 영어",TOEFL iBT 68점 이상 또는 TOEFL PBT 520점 이상 또는 IELTS 6.0점 이상 또는 CEFR B2 이상,교토 전통 문화 체험 가능한 역사 도시 · 대학 내 일본식 정원·전통 건축물 보유 · 교토 시내 접근성 좋은 교통 인프라,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://en.ritsumei.ac.jp/skp/,skp@st.ritsumei.ac.jp
JAPAN,Dokkyo University,문과대학,교환학생 수용하는 모든 학과,제한 없음/명시 없음,명시 없음,명시 없음,제한 없음,준도시 — 소도시 소카 시내 (도쿄에서 기차 약 50분),일본어,JLPT N5 이상 또는 CEFR A1 이상,기숙사 신청 필요 · 도쿄 접근성 좋은 조용한 소도시 생활 · 일본 전통문화 체험 가능한 지역 축제,GPA:시트 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.dokkyo.ac.jp/english/exchange/program/japanese.html,intl-inbound@ml.dokkyo.ac.jp
JAPAN,Chuo University,모든 전공,교환학생 수용하는 모든 학과 개방,2.5/4.0,2학기 이상,명시 없음,제한 없음,준도시 — 도쿄 도심까지 지하철 약 15분,"일본어, 영어",JLPT N2 이상 (학과별 상이),국제 기숙사 제공 · 도쿄 도심 접근성 좋은 준도시 생활 · 일본 전통·현대 문화 공존하는 도시 분위기 · 미식·카페 문화 풍부한 글로벌 도시,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.chuo-u.ac.jp/english/admissions/exchange/semester-or-full-year/,exchange-grp@g.chuo-u.ac.jp
JAPAN,Shinshu University,모든 전공,교환학생 수용하는 모든 학과 개방,담당자 이메일 문의,제한 없음,7 credits,제한 없음,준도시 — 소도시 마쓰모토 시내 (나가노에서 버스와 기차 환승 약 2시간),"일본어, 영어",명시 없음 (일본어 배치시험; 전공과목은 일본어 필요),알프스 접근성 좋은 휴양 도시 · 전통과 현대가 공존하는 고풍스러운 도시 · 일본 내 한국인 인지도 높은 국립대,GPA:이메일문의 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.shinshu-u.ac.jp/institution/gec/en/prospective_students/gec_exchange_student_program/,gec_inbound@shinshu-u.ac.jp
JAPAN,Nagoya University,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,제한 없음 (성적표 제출만),15 credits (연간 30),제한 없음,준도시 — 나고야 도심까지 지하철 약 20분,"일본어, 영어",TOEFL iBT 79점 이상 또는 IELTS 6.0점 이상 또는 TOEIC 780점 이상 또는 JLPT N1 이상,일본 전통 공예 체험 가능한 문화 도시 · 나고야성·도요타 박물관 등 역사·산업 명소 · 혼마쿠·오아시스 등 현지 맛집 밀집,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://nupace.iee.nagoya-u.ac.jp/en/,kusumoto.keiko.h7@f.mail.nagoya-u.ac.jp
JAPAN,Kyoto University,생명공학대학,교환학생 수용하는 모든 학과,제한 없음/명시 없음,담당자 이메일 문의,7과목 (KUINEP·GEA 학부; 대학원 4과목),명시 없음,준도시 — 교토 도심까지 지하철 약 15분,"일본어, 영어",TOEFL iBT 72점 이상 (신척도 4) 또는 IELTS 6.5점 이상 (KUINEP 기준),전통과 현대가 공존하는 역사적 도시 분위기 · 일본 전통 문화 체험 기회 풍부,GPA:시트 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.kais.kyoto-u.ac.jp/english/international/exchange-programs/,"[1] agri-kyoumu1@mail2.adm.kyoto-u.ac.jp, [2] agri-kyoumu2@mail2.adm.kyoto-u.ac.jp"
JAPAN,Toyo University,모든 전공,교환학생 수용하는 모든 학과(理系 제외),2.5/4.0,확인필요,명시 없음,제한 없음,준도시 — 소도시 사와타 시내 (도쿄에서 기차 약 50분),"일본어, 영어",TOEFL iBT 72점 이상 또는 IELTS 5.5점 이상 또는 TOEIC 1530점 이상 (L&R+S&W×2.5 환산) 또는 JLPT N3 이상,교환학생 기숙사 제공 · 도쿄 근교 접근성 좋은 조용한 소도시 · 전통과 현대 조화되는 사와타 시내 분위기,GPA:시트 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.toyo.ac.jp/academics/international-exchange/prospective/exchange_program/,mlies@toyo.jp
JAPAN,Hokkaido University,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,2학기 이상,명시 없음,명시 없음,도시 — 삿포로 도심에 위치,"일본어, 영어",TOEFL iBT 79점 이상 또는 IELTS 6.5점 이상,대학 기숙사 배정 · 미식과 카페 문화로 유명한 도시 · 유럽 한복판이라 주말 배낭여행 거점으로 최적,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.global.hokudai.ac.jp/admissions/exchange-student-admissions/,hustep@oia.hokudai.ac.jp
JAPAN,Tohoku University,모든 전공,"모든 학과 개방 (JYPE: 과학/공학/농업, IPLA: 인문/사회과학, DEEP: 자연과학/공학/의학 등)","2.3/3.0 (장학금 기준, 지원 필수 아님)",프로그램별 상이 (JYPE 4학기·IPLA 2학기 이상),프로그램별 상이 (COLABS/JYPE/DEEP/IPLA),24 credits,준도시 — 센다이 도심까지 지하철 약 20분,"일본어, 영어",TOEFL iBT 79점 이상 또는 IELTS 6.0점 이상 (DEEP: JLPT N1),교환학생 기숙사 보장 · 일본 동북부 역사·문화 중심지 센다이 도심 접근성 · 공학·IT 분야 연구 인프라 우수 · 미야기현 특산물 활용한 지역 음식 문화 체험,GPA:시트 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.insc.tohoku.ac.jp/english/exchange/,studyab@grp.tohoku.ac.jp
JAPAN,Kyushu University,모든 전공,교환학생 수용하는 모든 학과,3.2/4.0,2학기 이상,"6과목 (JTW, 과목당 보통 2 credits)",20 credits,준도시 — 후쿠오카 도심까지 지하철 약 20분,"일본어, 영어",TOEFL-iBT 79점 이상 또는 IELTS 6.0점 이상,후쿠오카 미식·카페 문화 체험 가능 · 규슈 지역 역사 유적 탐방 접근성 우수 · 후쿠오카 도심 접근성 좋은 준도시 생활,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.isc.kyushu-u.ac.jp/intlweb/en/admission/exchangetop,exchange@jimu.kyushu-u.ac.jp
KAZAKHSTAN,KIMEP University,모든 전공,교환학생 수용하는 모든 학과,2.67/4.33,2학기 이상,9 US credits (15 ECTS),18 US credits (30 ECTS),준도시 — 알마티 도심까지 버스 약 15분,영어,SKKU 어학확인서 인정,중앙아시아 최대 도시 알마티 접근성 우수 · 유럽풍 건축물과 산악 지형 어우러진 도시 경관 · 카자흐스탄 경제 중심지 인턴십 기회 다수,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,No,incoming@kimep.kz
LITHUANIA,Vytautas Magnus University,모든 전공,교환학생 수용하는 모든 학과 개방 (예술/음악 전공자만 해당 학과 수강 가능),70/100,2학기 이상 (학부) / 1학기 (대학원),24 ECTS,36 ECTS (권장),준도시 — 카우나스 도심까지 버스 약 15분,영어,TOEFL iBT 72점 이상 또는 IELTS 5.5점 이상 또는 TOEIC 785점 이상 또는 Duolingo 100점 이상,VMU 기숙사에서 다른 국제학생과 생활 · 유럽 배낭여행 거점으로 접근성 좋은 위치 · 발트 3국 전통 건축물과 현대적 도시 풍경 공존 · 카우나스 강변 산책로와 유럽풍 카페 문화,GPA:웹 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.vdu.lt/en/international-cooperation/for-students/vmu-bilateral-exchange-studies/incoming-exchange-students/,juste.lenortaviciene@vdu.lt
MEXICO,Tecnologico de Monterrey (ITESM),모든 전공,교환학생 수용하는 모든 학과 개방,2.5/4.0 (멕시코식 80/100),2학기 이상,3 TEC credits (약 5 ECTS),18 TEC credits (약 30 ECTS),준도시 — 몬테레이 도심까지 버스 약 30분,"스페인어, 영어",영어 CEFR B1 이상,멕시코 최대 산업단지 인접해 인턴십 기회 풍부 · 미국 국경 인접해 주말 여행·쇼핑 편리 · 현대적 캠퍼스 내 첨단 연구 시설 보유,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://studyinmexico.tec.mx/en,maria.alonsoji@tec.mx
NETHERLANDS,Hanze University of Applied Sciences,모든 전공,교환학생 수용하는 모든 학과 개방,제한 없음/명시 없음,명시 없음,30 ECTS,30 ECTS,준도시 — 소도시 흐로닝언 시내 (암스테르담에서 기차 약 2시간),영어,명시 없음,교내 기숙사 미보장·조기신청 필요 · 유럽 한복판 주말 배낭여행 거점 · 고즈넉한 유럽 대학도시 낭만 · 미식과 카페 문화 유명 도시,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,www.hanze.nl/exchange,exchange@org.hanze.nl
